organizer_id,signup_country,signup_date,first_event_create_date,first_publish_date,first_paid_publish_date,total_events_published,first_event_category,first_event_country,lifetime_revenue,lifetime_tickets
171054750,USA,2012-05-29,2013-01-28,2013-01-29,2013-07-03,40,,US,5563.53,1269
171289930,USA,2012-05-30,2013-04-20,2013-04-20,2013-04-20,6,,US,0.0,1
171512040,USA,2012-05-31,2012-05-31,2012-05-31,,21,Business & Professional,US,0.0,481
171534250,UK,2012-05-31,2012-06-06,2012-06-06,2014-09-29,591,,GB,4890.24,2606
171550430,Canada,2012-05-31,2012-05-31,2012-05-31,,246,,CA,0.0,3121
171668640,USA,2012-05-31,2012-05-31,2012-05-31,,232,,,0.0,2509
171957720,Canada,2012-06-01,2012-06-01,2012-06-13,,9,Other,,0.0,112
172017160,Ireland,2012-06-01,2013-05-02,2013-05-07,,78,,IE,0.0,923
172180940,USA,2012-06-01,2015-03-10,2015-03-10,2015-03-10,12,Health & Wellness,CA,,0
172261000,Australia,2012-06-02,2012-06-16,2012-07-03,,12,,AU,0.0,406
172519090,UK,2012-06-04,2012-11-16,2012-11-16,2012-11-16,9,,GB,477.71,8
172683160,USA,2012-06-04,2014-04-29,2014-04-29,2014-04-29,1,,US,,0
172824940,USA,2012-06-04,2012-06-04,2012-06-04,2012-06-04,99,Other,US,10753.18,203
172954760,USA,2012-06-05,2013-06-07,2013-06-07,,68,,US,0.0,654
172994970,USA,2012-06-05,2012-09-07,2012-09-07,2013-01-18,12,,US,163433.3,601
173123940,USA,2012-06-05,2015-07-25,2015-08-07,,13,Other,CA,0.0,338
173495060,USA,2012-06-06,2016-05-12,2016-05-12,2016-05-12,49,Science & Technology,CA,4368.1,280
173606320,Spain,2012-06-07,2012-06-07,2012-06-07,2015-11-27,102,,,0.0,3017
173658540,USA,2012-06-07,2014-07-13,2014-07-13,2014-07-13,12,Sports & Fitness,US,3591.9,181
174195940,USA,2012-06-08,2012-06-08,2012-06-08,2012-06-08,121,,US,6603.52,8506
174197630,USA,2012-06-08,2012-06-21,2012-06-21,2012-06-21,932,Music,US,255901.28,7959
174439100,UK,2012-06-10,2014-10-05,2016-12-16,2016-12-16,42,Food & Drink,GB,669.56,95
174639280,UK,2012-06-11,2012-06-11,2012-06-27,2015-03-10,62,,GB,0.0,1216
174868580,USA,2012-06-11,2012-06-11,2012-06-11,2012-06-11,116,,US,52763.7,1917
175038530,USA,2012-06-12,2013-10-17,2013-10-17,2013-11-09,14,,US,13575.21,453
175101620,UK,2012-06-12,2012-06-19,2012-06-19,2012-06-19,38,Sports & Fitness,GB,16589.08,859
175114220,USA,2012-06-12,2012-07-23,2012-07-23,2012-07-23,159,,US,50014.52,2368
175171730,UK,2012-06-12,2016-01-08,2016-01-08,2016-01-08,33,,GB,646.02,70
175175410,USA,2012-06-12,2012-06-12,2012-06-13,,57,Other,US,0.0,883
175180320,USA,2012-06-12,2013-06-28,2013-06-28,2015-11-14,42,Travel & Outdoor,,349.5,565
175316280,USA,2012-06-12,2012-06-12,2012-06-12,2012-06-12,39,Business & Professional,US,794.58,993
175393680,UK,2012-06-13,2012-06-13,2012-06-18,2015-05-26,691,,GB,25879.88,10289
175466740,USA,2012-06-13,2012-06-13,2012-06-13,,309,Family & Education,US,0.0,1327
175579800,USA,2012-06-13,2012-06-13,2012-06-13,2012-06-13,89,,CR,104373.29,93950
175750800,UK,2012-06-14,2013-09-27,2013-10-08,2013-10-08,76,Business & Professional,GB,88.96,1
175834690,USA,2012-06-14,2014-01-18,2014-02-01,2014-02-01,145,Food & Drink,US,20744.34,341
175872700,USA,2012-06-14,2014-10-30,2014-10-30,2014-10-30,204,Other,US,333644.78,837
175936880,USA,2012-06-14,2012-06-14,2012-06-14,2016-07-29,505,Music,US,0.0,98
176225620,USA,2012-06-15,2012-06-15,2012-07-05,2012-07-05,690,,US,154722.19,5710
176433700,USA,2012-06-16,2012-06-16,2012-06-16,2012-06-16,122,Film & Media & Entertainment,US,19194.27,520
176450290,USA,2012-06-16,2015-05-21,2015-05-21,2015-05-21,23,Family & Education,US,855.26,6
176481560,USA,2012-06-16,2012-06-16,2012-06-16,2012-06-16,2572,Film & Media & Entertainment,US,498864.94,9063
176650670,USA,2012-06-17,2014-01-23,2014-01-23,2014-01-23,1,,US,,0
176711280,USA,2012-06-18,2012-06-18,2012-06-22,2012-06-22,12,Travel & Outdoor,BE,23271.83,745
176754100,USA,2012-06-18,2012-06-18,2012-06-19,,1183,,US,0.0,42078
176845390,USA,2012-06-18,2012-06-18,2012-06-21,2016-02-11,686,,US,19287.75,20577
176862220,USA,2012-06-18,2012-06-18,2012-06-18,2015-06-18,149,,US,11132.67,1748
176935080,USA,2012-06-18,2012-07-10,2012-08-29,2012-08-29,1266,Food & Drink,US,4787664.02,47698
177038960,UK,2012-06-19,2012-06-19,2012-06-19,,4,,GB,0.0,15
177373120,Australia,2012-06-19,2012-06-24,2012-06-24,2012-07-02,345,,AU,75926.22,1935
177439110,USA,2012-06-20,2012-06-20,2012-06-20,2012-06-20,55,,,3173.28,218
177689380,USA,2012-06-20,2012-06-20,2012-06-22,2012-06-22,22,Film & Media & Entertainment,US,87012.25,799
177723030,USA,2012-06-20,2012-06-20,2012-06-27,2012-06-27,4,,US,0.0,196
177818960,UK,2012-06-21,2012-06-21,2012-06-21,2016-03-04,60,,GB,45754.72,683
177824890,Netherlands,2012-06-21,2012-06-21,2012-06-26,2013-05-07,432,,NL,21444.25,1843
177855890,USA,2012-06-21,2014-05-14,2014-05-14,2014-08-08,20,,,3248.25,1556
178185950,USA,2012-06-22,2012-06-22,2012-06-22,2012-10-22,106,,US,705.0,34
178444260,USA,2012-06-23,2013-12-18,2013-12-18,2013-12-18,4,Performing & Visual Arts,,470.0,13
178577320,USA,2012-06-24,2012-06-24,2012-06-24,2012-06-24,20,Film & Media & Entertainment,US,1386.11,98
178763630,UK,2012-06-25,2012-10-25,2012-10-25,2015-02-26,1286,,,49653.82,15818
178868820,USA,2012-06-25,2012-06-25,2012-06-29,2012-06-29,95,,US,31393.39,703
179077790,USA,2012-06-26,2015-06-26,2015-06-26,2015-06-26,3,Fashion & Beauty,US,56.52,2
179150020,Canada,2012-06-26,2012-06-26,2012-07-03,,38,,CA,0.0,3848
179213000,USA,2012-06-26,2015-10-29,2015-10-29,2015-10-29,3,Community & Culture,US,838240.76,5840
179525930,Australia,2012-06-27,2012-07-01,2012-07-01,2012-10-03,350,,AU,56522.09,8536
179535910,UK,2012-06-28,2013-10-02,2013-11-28,2013-11-28,6,Sports & Fitness,GB,12233.79,191
179568410,UK,2012-06-28,2012-07-12,2012-07-16,2012-07-16,895,Business & Professional,,533651.63,23848
179601190,USA,2012-06-28,2013-02-02,2013-02-02,2014-12-09,9,Sports & Fitness,US,85.0,18
179651160,USA,2012-06-28,2012-06-28,2012-06-28,,5,,US,0.0,79
179721810,Australia,2012-06-28,2015-06-15,2015-06-15,2015-06-15,2,Charity & Causes,AU,3804.26,36
179741070,USA,2012-06-28,2015-09-10,2015-09-10,2015-09-10,2,Health & Wellness,US,,0
180092250,UK,2012-06-30,2012-08-16,2012-09-01,2012-09-01,227,,GB,142734.93,789
180337250,USA,2012-07-02,2012-07-02,2012-07-02,,63,Other,US,0.0,1137
180422090,USA,2012-07-02,2012-07-02,2012-07-02,2012-07-02,24,,US,105.0,13
180440540,USA,2012-07-02,2014-02-22,2014-02-22,2014-02-22,38,Business & Professional,,33363.57,861
180797780,USA,2012-07-03,2012-07-09,2012-07-13,2012-07-13,72,Performing & Visual Arts,US,5518.98,604
181187340,USA,2012-07-05,2012-07-05,2012-07-05,2012-07-05,16,Sports & Fitness,US,16055.0,237
181452860,UK,2012-07-06,2012-07-06,2012-07-06,2012-07-26,38,,,0.0,24
181739250,Canada,2012-07-08,2012-08-29,2012-08-29,,430,Family & Education,CA,0.0,27272
182012120,USA,2012-07-09,2014-09-03,2014-09-18,,19,Business & Professional,US,0.0,438
182032320,USA,2012-07-09,2012-07-09,2012-07-09,,16,,US,0.0,794
182126750,UK,2012-07-09,2012-07-09,2012-07-09,2012-07-09,2,,GB,,0
182366190,USA,2012-07-10,2012-07-10,2012-07-10,,1510,,US,0.0,1890
182550580,USA,2012-07-11,2012-07-11,2012-07-11,2014-03-31,57,,,48069.21,5031
182706420,USA,2012-07-11,2015-03-12,2015-03-12,,2,,US,0.0,84
182860300,UK,2012-07-12,2013-08-01,2013-08-01,2013-08-01,130,Sports & Fitness,GB,163211.44,1794
183120890,USA,2012-07-13,2012-09-26,2016-02-19,2016-02-19,137,Science & Technology,GB,,0
183168600,USA,2012-07-13,2012-07-13,2012-07-13,2012-07-13,162,,US,20118.93,2280
183207390,UK,2012-07-13,2012-07-17,2012-07-17,2012-07-17,100,Music,GB,32354.59,849
183308890,USA,2012-07-13,2012-07-22,2012-08-28,2012-09-18,321,Music,,2009.7,1930
183457200,USA,2012-07-14,2012-07-14,2012-07-14,2014-05-05,81,,US,10.0,148
183512150,USA,2012-07-14,2015-01-20,2015-01-20,2015-02-26,97,,,583.02,20
183824470,USA,2012-07-16,2012-09-04,2012-10-11,2012-10-11,275,,US,116409.44,3566
183872140,USA,2012-07-16,2012-07-16,2012-07-16,2014-11-10,1026,Other,US,0.0,7691
183974170,Australia,2012-07-16,2012-07-16,2012-07-22,2015-02-10,1227,,AU,1430.98,8099
184026010,UK,2012-07-17,2012-07-17,2012-07-17,2012-07-17,91,Music,GB,36499.24,1025
184532580,USA,2012-07-18,2012-07-18,2012-07-19,2012-07-26,147,Business & Professional,US,109447.41,5150
184603000,Australia,2012-07-18,2012-07-18,2012-07-19,,32,,AU,0.0,1476
184693000,USA,2012-07-19,2014-12-02,2014-12-02,2014-12-02,71,Other,US,2962.96,588
184719540,USA,2012-07-19,2015-04-02,2015-04-02,,31,Business & Professional,,0.0,9
184854150,USA,2012-07-19,2012-07-19,2012-07-19,,25,,,0.0,756
185118730,USA,2012-07-20,2014-11-08,2014-11-08,,1,,,,0
185305350,USA,2012-07-21,2015-03-14,2015-03-14,2015-03-14,293,Family & Education,US,228.96,74
185326680,USA,2012-07-22,2012-07-22,2012-07-22,2013-08-05,11,,BE,10660.36,1768
185422760,USA,2012-07-22,2014-11-17,2014-11-17,,5,Business & Professional,US,0.0,13
185473590,UK,2012-07-23,2012-07-23,2012-08-02,2012-08-02,59,,GB,356124.11,295
185837600,USA,2012-07-24,2012-07-24,2012-08-11,2012-08-11,21,,US,140427.11,611
185883810,USA,2012-07-24,2012-07-25,2012-07-25,2012-08-05,204,,US,8252.0,1728
186298530,USA,2012-07-25,2012-07-25,2012-07-25,2012-07-25,139,Religion & Spirituality,US,50409.04,1924
186340680,USA,2012-07-25,2015-06-02,2015-06-02,2015-06-02,10,Music,AU,477.3,64
186376860,UK,2012-07-26,2012-07-26,2012-07-26,2015-02-17,289,,GB,13045.75,7975
186382440,USA,2012-07-26,2015-06-17,2015-06-17,2015-06-17,257,Business & Professional,GB,12163.96,2343
186489520,USA,2012-07-26,2014-03-13,2014-03-14,,3,Other,US,0.0,601
186532420,USA,2012-07-26,2012-07-26,2012-07-26,,45,,US,0.0,265
186681090,Spain,2012-07-27,2013-05-06,2013-05-06,,10,,ES,0.0,156
186979310,USA,2012-07-28,2012-07-28,2012-07-30,2012-07-30,491,,US,156040.79,2213
187317990,UK,2012-07-30,2012-07-30,2012-08-02,2012-08-02,112,Business & Professional,,20683.6,3126
187484460,USA,2012-07-30,2012-08-22,2012-08-22,2012-08-22,891,,US,0.0,10033
187515220,Australia,2012-07-30,2012-09-20,2012-09-20,2015-04-01,478,Performing & Visual Arts,AU,6621.74,6181
187587880,USA,2012-07-30,2012-07-31,2012-07-31,2012-07-31,361,,US,126127.73,6374
187608240,UK,2012-07-31,2012-07-31,2012-09-20,2013-06-24,40,,GB,1644.0,673
187694600,USA,2012-07-31,2012-08-03,2012-10-10,,11,Family & Education,US,0.0,953
187752400,USA,2012-07-31,2012-07-31,2012-07-31,2012-07-31,64,,US,2815048.63,18189
187836730,USA,2012-07-31,2012-07-31,2012-07-31,2012-08-17,55,Film & Media & Entertainment,US,25230.24,3932
187861380,Canada,2012-07-31,2012-07-31,2012-07-31,2012-07-31,49,,CA,113180.23,4805
187946420,USA,2012-07-31,2015-02-13,2015-02-13,,166,Business & Professional,,0.0,314
188000290,USA,2012-08-01,2012-08-01,2012-08-01,2012-08-01,297,,,310477.99,1168
188188810,USA,2012-08-01,2012-08-18,2012-08-18,2012-12-02,18,Food & Drink,GB,25059.32,2849
188342410,USA,2012-08-02,2014-11-14,2014-11-14,,6,,GB,0.0,1
188358550,UK,2012-08-02,2016-05-04,2016-05-04,,10,,GB,0.0,144
188382920,USA,2012-08-02,2014-04-18,2014-04-18,,13,Music,US,0.0,2
188442580,USA,2012-08-02,2012-12-30,2012-12-30,2012-12-30,7,Performing & Visual Arts,US,1791.68,102
188458280,USA,2012-08-02,2013-12-16,2013-12-16,2014-01-22,373,Music,US,355988.16,16323
188500060,USA,2012-08-02,2012-08-03,2012-08-03,2013-06-21,141,,,188245.02,6767
189059770,USA,2012-08-04,2012-08-04,2014-05-02,2015-05-07,264,Health & Wellness,US,29419.0,147
189125710,USA,2012-08-04,2012-08-04,2012-08-15,2012-08-15,118,,US,65554.97,2701
189477060,USA,2012-08-06,2013-12-22,2013-12-22,2013-12-22,79,,,139620.0,363
189560540,USA,2012-08-06,2012-08-20,2012-08-21,2015-07-13,85,Film & Media & Entertainment,US,40.0,767
189779870,USA,2012-08-07,2014-04-11,2014-04-11,2014-04-11,2185,Food & Drink,US,4786.03,792
189798950,Singapore,2012-08-07,2012-08-07,2012-08-21,2012-08-21,261,,SG,231114.09,1357
189887340,USA,2012-08-07,2012-08-07,2012-08-07,,140,Other,US,0.0,674
189972760,Australia,2012-08-07,2012-08-07,2012-08-12,,115,,AU,0.0,4557
190006160,UK,2012-08-08,2012-08-08,2012-08-20,2012-08-20,1681,,GB,51536.25,18321
190060270,USA,2012-08-08,2012-08-13,2012-08-13,2013-07-26,482,,US,29.84,2389
190495530,USA,2012-08-09,2012-08-09,2012-08-09,2012-08-09,17,,US,11085.33,413
190541390,USA,2012-08-09,2016-07-14,2016-07-14,,1,,US,0.0,1
190544350,USA,2012-08-09,2012-08-14,2012-08-14,2012-08-14,144,,,165463.02,15885
190678800,USA,2012-08-09,2012-08-09,2012-08-09,,291,,,0.0,12411
190696580,USA,2012-08-09,2012-08-09,2012-08-09,2012-08-09,17,Music,US,6140.0,41
190717860,USA,2012-08-10,2013-01-09,2013-01-09,,9,,,0.0,1548
190741240,UK,2012-08-10,2012-10-24,2012-10-31,2012-11-13,475,,GB,35967.33,3771
191942730,USA,2012-08-14,2012-08-14,2012-08-14,,131,,US,0.0,394
191997760,USA,2012-08-14,2012-08-14,2012-08-14,,448,,US,0.0,6867
192038170,USA,2012-08-14,2012-08-14,2012-08-14,2015-02-04,22,,US,830.0,96
192131520,USA,2012-08-14,2015-08-11,2015-08-11,2015-08-11,21,Business & Professional,,1590.62,71
192261030,USA,2012-08-15,2013-04-03,2013-04-03,2013-04-03,54,,US,7397.99,385
192267410,USA,2012-08-15,2013-06-03,2013-06-03,,160,,US,0.0,697
192270620,USA,2012-08-15,2012-08-15,2012-08-15,,11,,US,0.0,13
192371930,USA,2012-08-15,2015-09-29,2015-09-29,,371,Performing & Visual Arts,US,0.0,205
192401490,USA,2012-08-15,2012-08-27,2016-12-06,,67,,CA,0.0,252
192692500,UK,2012-08-16,2012-08-16,2012-08-21,,1832,,GB,0.0,11102
192829120,USA,2012-08-16,2012-08-16,2013-08-08,2013-08-08,68,,US,12922.56,2703
193022810,USA,2012-08-17,2012-08-17,2012-08-17,2015-01-19,43,,,5283.63,814
193287590,USA,2012-08-18,2015-09-08,2015-09-08,2015-09-08,294,Business & Professional,US,,0
193324060,UK,2012-08-18,2012-08-29,2012-08-29,2012-08-29,125,Travel & Outdoor,GB,53951.57,1481
193517880,Australia,2012-08-19,2015-07-08,2015-07-08,2015-07-08,103,Health & Wellness,AU,46.39,1
193720770,USA,2012-08-20,2012-08-20,2012-08-20,,266,,,0.0,4946
193852970,Canada,2012-08-20,2012-08-20,2012-09-17,,31,,US,0.0,352
194076660,USA,2012-08-21,2012-08-27,2012-08-28,2012-08-28,1934,,US,5857688.48,187212
194109160,USA,2012-08-21,2012-08-21,2012-08-21,,67,,US,0.0,9109
194163870,USA,2012-08-21,2012-08-21,2012-08-21,2012-10-04,21,,US,6642.45,690
194213230,USA,2012-08-21,2012-09-04,2012-09-04,2013-03-16,4080,,US,0.0,119666
194629320,UK,2012-08-22,2014-06-15,2014-06-15,2014-06-15,5,Charity & Causes,GB,3554.97,108
194825980,USA,2012-08-22,2012-08-22,2012-08-22,,108,,,0.0,1284
194963230,USA,2012-08-23,2015-03-31,2015-03-31,2015-03-31,74,Business & Professional,US,503.0,57
195049450,USA,2012-08-23,2014-02-27,2014-03-01,2014-03-01,1,Music,US,420.0,17
195101550,USA,2012-08-23,2016-01-13,2016-05-04,,7,Other,US,0.0,56
195199660,UK,2012-08-23,2012-08-23,2012-08-24,2012-08-24,163,Travel & Outdoor,GB,1871.27,162
195370850,France,2012-08-24,2012-08-24,2012-08-24,,454,,FR,0.0,1543
195461610,USA,2012-08-24,2014-03-18,2014-03-18,,126,Other,US,0.0,5
195515070,USA,2012-08-24,2012-08-24,2012-08-24,2012-08-24,36,,US,12589.7,512
195699360,USA,2012-08-25,2013-07-15,2013-07-15,2013-07-15,945,,US,1952.66,1648
196106110,USA,2012-08-27,2013-01-25,2013-01-25,2013-01-25,143,,US,45284.83,3234
196148860,USA,2012-08-27,2013-01-08,2013-01-09,2013-01-09,322,Sports & Fitness,US,70379.86,1620
196393350,USA,2012-08-28,2012-08-28,2012-08-28,2015-04-23,396,,,0.0,17716
196502410,UK,2012-08-28,2012-08-28,2012-08-30,2012-08-30,61,,GB,24826.06,930
196623920,Canada,2012-08-28,2013-10-17,2013-10-17,2014-03-04,14,,CA,0.0,126
196665600,USA,2012-08-28,2014-02-21,2014-02-24,,7,Health & Wellness,US,0.0,42
196716790,Singapore,2012-08-28,2012-08-28,2014-02-18,,6,,,0.0,441
196819310,UK,2012-08-29,2014-07-30,2014-07-30,,1,Science & Technology,GB,,0
196831300,USA,2012-08-29,2013-11-06,2013-11-06,2013-11-06,161,,US,47882.97,957
197063780,USA,2012-08-29,2013-10-04,2014-06-27,2014-06-27,14,Health & Wellness,US,,0
197278050,UK,2012-08-30,2012-08-30,2012-08-30,2015-01-14,236,,GB,3155.78,10541
197366450,USA,2012-08-30,2012-08-30,2012-09-17,2012-09-17,259,Family & Education,,8386.71,11548
197538220,USA,2012-08-30,2014-03-26,2014-03-26,2014-05-19,43,Family & Education,US,55.0,160
197719020,USA,2012-08-31,2012-08-31,2012-08-31,2012-12-18,97,,US,207831.95,3888
197763930,USA,2012-08-31,2012-10-15,2012-10-15,,133,,US,0.0,3097
197830900,Canada,2012-08-31,2012-08-31,2012-08-31,2013-10-10,314,,CA,0.0,8932
198107740,USA,2012-09-01,2017-01-03,2017-01-11,2017-01-11,1,,US,22.63,1
198386050,USA,2012-09-02,2012-09-02,2012-09-02,2012-09-02,232,Food & Drink,US,4876.94,1457
198446100,USA,2012-09-02,2014-08-31,2014-08-31,2015-04-17,5,,CA,484.95,33
198470510,Hong Kong,2012-09-02,2012-09-02,2012-09-02,2012-09-02,209,,HK,33717.19,9412
198579280,Singapore,2012-09-03,2012-09-10,2012-09-10,2012-09-10,822,,SG,3463.73,4728
198951630,UK,2012-09-04,2012-10-11,2012-10-12,,144,Business & Professional,GB,0.0,9851
198958590,USA,2012-09-04,2012-09-04,2012-09-04,,194,,,0.0,12632
199009090,USA,2012-09-04,2012-09-04,2012-09-06,2012-09-06,6,Performing & Visual Arts,US,14149.14,79
199116860,USA,2012-09-04,2013-06-20,2013-06-20,2013-06-20,25,,US,29673.4,1256
199342960,UK,2012-09-05,2012-09-05,2012-09-05,,462,,,0.0,35000
199368950,UK,2012-09-05,2012-10-03,2012-10-03,,163,,GB,182.72,2011
199493100,Canada,2012-09-05,2013-09-04,2013-09-04,2013-09-04,130,Family & Education,CA,44977.33,2934
199537970,USA,2012-09-05,2012-09-05,2015-10-22,,127,Other,US,,0
199568340,UK,2012-09-05,2014-09-20,2014-09-20,2016-01-19,67,Business & Professional,GB,2995.76,1269
199584340,USA,2012-09-05,2013-07-24,2013-07-24,2013-07-24,49,,US,7574.17,881
199627270,USA,2012-09-05,2012-09-05,2012-09-05,,10,Family & Education,US,0.0,500
199649760,USA,2012-09-05,2012-09-06,2012-09-06,,23,,US,0.0,2508
200133830,USA,2012-09-06,2015-06-23,2015-06-23,2016-02-11,41,Fashion & Beauty,CA,0.0,3
200147130,USA,2012-09-06,2012-09-06,2012-09-06,,42,,US,0.0,49
200226850,Australia,2012-09-06,2012-10-09,2012-11-01,2012-11-01,79,,AU,106605.77,3546
200433070,USA,2012-09-07,2014-05-29,2014-05-29,2014-05-29,13,Business & Professional,CA,788.78,15
200541840,USA,2012-09-07,2015-06-15,2015-06-15,2015-07-07,22,Performing & Visual Arts,,0.0,55
200732840,USA,2012-09-07,2013-11-13,2013-11-13,2014-01-16,116,,,105053.13,10457
200750570,USA,2012-09-07,2012-09-19,2012-09-19,2012-10-30,81,,US,3504.48,83
200914300,USA,2012-09-08,2015-06-16,2015-06-16,,783,Charity & Causes,US,0.0,194
201026240,USA,2012-09-08,2012-09-13,2012-09-13,2012-09-13,116,Music,US,373938.1,11690
201178970,Australia,2012-09-09,2012-09-09,2012-09-09,2012-09-18,35,Business & Professional,AU,18791.9,892
201355890,USA,2012-09-10,2015-01-19,2015-01-19,,70,,,,0
201433980,USA,2012-09-10,2014-09-16,2014-11-04,2014-11-04,4,Community & Culture,US,119454.89,2909
201620990,Canada,2012-09-10,2012-09-19,2012-09-19,2016-08-20,41,Business & Professional,,185.27,3810
201880500,USA,2012-09-11,2012-09-11,2012-09-11,,106,,IL,0.0,9793
201949490,USA,2012-09-11,2012-09-11,2012-09-11,2013-04-22,41,,US,0.0,464
201997430,USA,2012-09-11,2012-09-11,2012-09-12,2012-09-12,57,,,55516.88,1596
202010280,USA,2012-09-11,2015-02-26,2015-02-28,2015-02-28,4,Business & Professional,US,911.14,90
202034270,USA,2012-09-11,2012-09-11,2012-09-12,,148,,US,0.0,4127
202158470,USA,2012-09-11,2013-10-09,2013-10-09,2013-10-09,19,Food & Drink,US,12949.26,383
202180430,USA,2012-09-11,2014-02-05,2014-02-12,,484,,US,0.0,907
202319790,USA,2012-09-11,2016-02-03,2016-02-03,,1,,US,,0
202332530,USA,2012-09-11,2012-09-11,2012-09-11,2012-11-14,25,,US,4889.5,1757
202427210,USA,2012-09-12,2015-10-14,2015-10-20,2015-10-20,1,Business & Professional,US,580.14,14
202466520,UK,2012-09-12,2012-09-12,2012-09-14,2012-09-14,39,,GB,3300.45,83
202575190,USA,2012-09-12,2012-09-12,2012-09-12,2012-09-12,38,,US,7928.24,1378
202681450,USA,2012-09-12,2012-09-12,2012-09-13,2012-09-13,16,,US,53422.28,374
202799780,USA,2012-09-12,2012-09-12,2012-09-12,2014-01-08,68,,US,660.0,568
202989730,USA,2012-09-13,2015-09-26,2015-09-26,2015-09-26,1,Family & Education,US,,0
203096750,USA,2012-09-13,2012-09-20,2012-09-20,2012-09-27,1077,,US,90954.59,3123
203387700,USA,2012-09-13,2016-11-03,2016-11-04,,1,,US,0.0,6
203394740,USA,2012-09-13,2012-09-13,2012-09-13,2012-09-13,51,,US,651.0,50
203471920,UK,2012-09-13,2014-11-17,2014-11-17,2014-11-17,472,Sports & Fitness,GB,1688.96,87
203505830,USA,2012-09-14,2012-09-14,2012-09-14,,24,,US,0.0,199
203572310,USA,2012-09-14,2015-07-24,2015-07-24,,91,,,0.0,550
203836760,USA,2012-09-14,2012-09-14,2012-09-14,,125,,US,0.0,2518
203953720,USA,2012-09-14,2014-12-30,2014-12-30,2014-12-30,62,Family & Education,,,0
204193430,Australia,2012-09-16,2012-09-19,2012-09-19,2012-09-19,6,Food & Drink,AU,6558.58,53
204317330,USA,2012-09-16,2015-03-06,2015-03-06,2015-11-24,60,Fashion & Beauty,,195.0,37
204404190,USA,2012-09-16,2014-07-11,2014-07-11,2014-07-11,24,Music,US,116485.75,3430
204761530,USA,2012-09-17,2015-11-11,2015-11-11,,1,,US,0.0,11
204825270,USA,2012-09-17,2012-09-17,2012-09-17,,48,,US,0.0,1663
204826750,USA,2012-09-17,2012-09-17,2012-09-17,2014-03-31,158,Film & Media & Entertainment,,36.0,25839
204963580,USA,2012-09-18,2015-07-16,2015-07-16,,167,Health & Wellness,US,0.0,6
205132370,USA,2012-09-18,2012-09-18,2012-09-18,2014-01-29,53,,US,35101.65,1278
205184040,USA,2012-09-18,2012-09-18,2012-09-18,2012-09-18,332,Film & Media & Entertainment,US,155571.3,7770
205297970,USA,2012-09-18,2012-09-18,2012-09-18,2012-09-18,663,Food & Drink,US,1113614.79,13009
205542430,Hong Kong,2012-09-18,2012-09-18,2012-09-18,,2539,,,0.0,13343
205608620,USA,2012-09-19,2012-09-19,2012-09-21,,919,,,10.0,10368
205676980,USA,2012-09-19,2012-09-19,2012-09-19,2012-10-16,525,,US,285207.99,6239
205777320,USA,2012-09-19,2012-09-19,2012-09-19,2012-09-19,1872,Performing & Visual Arts,US,22409.0,692
205803020,USA,2012-09-19,2012-09-19,2012-09-19,,20,,US,0.0,58
205819160,USA,2012-09-19,2012-09-19,2012-09-19,2012-10-30,257,,US,486.65,1964
205823810,USA,2012-09-19,2012-09-19,2012-09-19,2012-09-19,9,,US,4412.28,145
206250230,USA,2012-09-20,2012-11-17,2012-11-17,2013-01-17,16,,US,2448.8,386
206357830,USA,2012-09-20,2012-09-20,2013-10-30,2013-10-30,123,,US,3313.5,44
206921440,USA,2012-09-21,2012-09-21,2012-09-21,,94,,,0.0,1125
207060070,USA,2012-09-21,2012-09-25,2012-09-25,2012-10-02,73,,US,145636.08,1739
207064530,USA,2012-09-21,2013-12-26,2013-12-26,2013-12-26,7,,US,42614.3,488
207081400,Australia,2012-09-21,2014-06-17,2014-06-17,,17,,AU,0.0,96
207459920,USA,2012-09-23,2013-03-13,2013-03-13,,12,Travel & Outdoor,MY,0.0,304
207611180,Australia,2012-09-23,2012-09-23,2012-09-23,,601,Film & Media & Entertainment,AU,0.0,7371
207627210,USA,2012-09-23,2016-04-17,2016-04-17,,6,Science & Technology,SG,0.0,125
207748020,UK,2012-09-24,2012-09-24,2012-09-24,,142,,GB,220.0,8894
207782560,USA,2012-09-24,2012-09-24,2012-09-24,,358,,US,0.0,5244
207788570,USA,2012-09-24,2015-02-03,2015-11-22,2015-11-22,10,,US,1800.0,106
208013690,USA,2012-09-24,2012-09-25,2012-09-25,2012-09-25,162,Sports & Fitness,US,46820.32,1020
208161300,Australia,2012-09-25,2012-10-01,2012-10-01,2012-10-01,106,Business & Professional,AU,6752.57,2324
208195510,USA,2012-09-25,2015-10-19,2015-10-19,,13,Health & Wellness,US,0.0,32
208581020,USA,2012-09-25,2015-10-02,2015-10-02,,5,,,0.0,197
208957930,USA,2012-09-26,2012-09-26,2012-09-26,2012-09-26,2171,Business & Professional,US,3201037.22,181336
209089440,USA,2012-09-26,2014-11-24,2014-11-24,,116,Health & Wellness,US,0.0,13
209256640,Singapore,2012-09-27,2012-09-27,2012-09-27,,638,,SG,0.0,22649
209275130,USA,2012-09-27,2012-09-27,2012-09-27,,537,,HU,0.0,4434
209401690,USA,2012-09-27,2012-09-27,2012-09-27,,449,,US,0.0,7072
209532930,USA,2012-09-27,2012-09-27,2012-09-27,2013-01-24,406,Food & Drink,US,335.24,933
209637170,Portugal,2012-09-27,2012-09-27,2012-09-28,2012-09-28,75,Other,BR,117123.83,451
